Date,Open,Close,Month Number,Weekly Mentions,Volume,PB,PS,MOA,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,price change,ShiftedPB,ShiftedPS
3/22/2019,32.5,33.02,15,0,28034684.0,3.708,8.295,2.22,,,,,0.009285051067780783,3.708,8.295
3/21/2019,32.31,32.61,15,0,13346906.0,3.662,8.192,1.58,,,,,0.042573623559539114,3.662,8.192
3/20/2019,31.24,32.57,15,0,22373782.0,3.658,8.182,2.07,,,,,0.003852327447833098,3.658,8.182
3/19/2019,31.15,31.27,15,0,15557439.0,3.512,7.855,0.65,,,,,-0.005440000000000054,3.512,7.855
3/18/2019,31.25,31.08,15,0,13172614.0,3.49,7.807,0.3,,,,,0.005798969072164939,3.49,7.807
3/15/2019,31.04,31.22,15,17,17522706.0,3.5060000000000002,7.843,0.81,,,,,-0.0079923273657289,3.5060000000000002,7.843
3/14/2019,31.28,31.03,15,17,12090588.0,3.485,7.795,0.02,,,,,-0.00031938677738735263,3.485,7.795
3/13/2019,31.31,31.3,15,17,10201337.0,3.515,7.8629999999999995,-0.69,,,,,0.00032102728731947235,3.515,7.8629999999999995
3/12/2019,31.15,31.16,15,17,12324334.0,3.4989999999999997,7.827999999999999,-0.55,,,,,0.02083333333333342,3.4989999999999997,7.827999999999999
3/11/2019,30.24,30.87,15,17,16013214.0,3.467,7.755,0.11,,,,,0.013495276653171342,3.467,7.755
3/8/2019,29.64,30.04,15,33,11964309.0,3.373,7.546,-1.33,,,,,-0.020806241872561786,3.373,7.546
3/7/2019,30.76,30.12,15,33,15779860.0,3.3819999999999997,7.566,-1.53,,,,,-0.004524886877828072,3.3819999999999997,7.566
3/6/2019,30.94,30.8,15,33,10938592.0,3.4589999999999996,7.737,-0.64,,,,,0.017377049180327907,3.4589999999999996,7.737
3/5/2019,30.5,31.03,15,33,13073531.0,3.485,7.795,-0.2,,,,,-0.00909681611436001,3.485,7.795
3/4/2019,30.78,30.5,15,33,15920363.0,3.425,7.662000000000001,-0.46,,,,,-0.017645171639396877,3.425,7.662000000000001
3/1/2019,31.17,30.62,15,33,12360706.0,3.4389999999999996,7.692,-0.5,,,,,0.01752066115702483,3.4389999999999996,7.692
2/28/2019,30.25,30.78,14,33,15242855.0,3.457,7.732,0.39,,,,,-0.01744749596122776,3.457,7.732
2/27/2019,30.95,30.41,14,33,24639116.0,3.415,7.638999999999999,0.18,,,,,-0.027594857322044496,3.415,7.638999999999999
2/26/2019,31.89,31.01,14,33,17519064.0,3.4819999999999998,7.79,1.0,,,,,0.0,3.4819999999999998,7.79
2/25/2019,31.99,31.99,14,33,15061331.0,3.592,8.036,1.19,,,,,0.029211295034079914,3.592,8.036
2/22/2019,30.81,31.71,14,33,15413439.0,3.5610000000000004,7.966,-2.45,,,,,-0.01913265306122442,3.5610000000000004,7.966
