Date,Open,Close,Month Number,Weekly Mentions,Volume,PB,PS,MOA,price change,ShiftedPB,ShiftedPS
2/20/2018,50.45,51.18,2,64,7554968.0,33.326,9.897,1.525,0.0554824561403509,33.326,9.897
2/16/2018,45.6,48.13,2,24,6183410.0,31.34,9.307,2.49,-0.0034934497816593146,31.34,9.307
2/15/2018,45.8,45.64,2,24,2061708.0,29.719,8.826,0.79,0.04423748544819554,29.719,8.826
2/14/2018,42.95,44.85,2,24,3434127.0,29.204,8.673,1.83,0.01894836570345818,29.204,8.673
2/13/2018,42.22,43.02,2,24,1278119.0,28.013,8.318999999999999,-0.21,-0.007575757575757699,28.013,8.318999999999999
2/12/2018,43.56,43.23,2,24,1967379.0,28.149,8.36,0.77,-0.05644444444444442,28.149,8.36
2/9/2018,45.0,42.46,2,0,3590670.0,27.648000000000003,8.211,-1.24,-0.05082536924413546,27.648000000000003,8.211
2/8/2018,46.04,43.7,2,0,5320436.0,28.455,8.451,-1.99,0.06927217411654578,28.455,8.451
2/7/2018,42.73,45.69,2,0,4760397.0,29.750999999999998,8.835,3.79,0.07408356831581647,29.750999999999998,8.835
2/6/2018,39.01,41.9,2,0,2636989.0,27.283,8.103,1.73,0.00500375281461103,27.283,8.103
2/5/2018,39.97,40.17,2,0,2848181.0,26.156999999999996,7.768,-0.29,-0.0027113630761646398,26.156999999999996,7.768
2/2/2018,40.57,40.46,2,0,2846383.0,26.346,7.824,0.54,-0.010656753407682767,26.346,7.824
2/1/2018,40.35,39.92,2,0,2521689.0,25.994,7.72,-0.7,-0.039716312056737584,25.994,7.72
1/31/2018,42.3,40.62,1,0,2245854.0,26.45,7.855,-0.9,0.006545454545454622,26.45,7.855
1/30/2018,41.25,41.52,1,0,2807173.0,27.035999999999998,8.029,-0.84,0.002603550295857975,27.035999999999998,8.029
1/29/2018,42.25,42.36,1,0,1795846.0,27.583000000000002,8.191,-0.55,-0.03268710550045092,27.583000000000002,8.191
1/26/2018,44.36,42.91,1,24,3280543.0,27.941,8.298,-1.19,0.029171528588098017,27.941,8.298
1/25/2018,42.85,44.1,1,24,3933358.0,28.715999999999998,8.527999999999999,1.85,-0.027394106813996264,28.715999999999998,8.527999999999999
1/24/2018,43.44,42.25,1,24,3546287.0,27.511,8.17,-0.37,-0.06617002629272575,27.511,8.17
1/23/2018,45.64,42.62,1,24,8382081.0,27.752,8.242,-1.0,0.08778054862842882,27.752,8.242
1/22/2018,40.1,43.62,1,24,5429555.0,28.403000000000002,8.435,3.4,-0.009603545924649116,28.403000000000002,8.435
1/19/2018,40.61,40.22,1,0,1967863.0,26.189,7.778,-0.54,-0.010679611650485553,26.189,7.778
1/18/2018,41.2,40.76,1,0,2728936.0,26.541,7.882000000000001,-0.78,0.052444894856853316,26.541,7.882000000000001
1/17/2018,39.47,41.54,1,0,6603145.0,27.049,8.033,2.35,-0.09721262381939644,27.049,8.033
1/16/2018,43.41,39.19,1,0,7956518.0,25.519000000000002,7.577999999999999,-2.095,-0.025168539325842638,25.519000000000002,7.577999999999999
1/12/2018,44.5,43.38,1,27,3724498.0,28.247,8.389,-0.49,-0.025111111111111167,28.247,8.389
1/11/2018,45.0,43.87,1,27,3332324.0,28.566,8.482999999999999,-0.84,0.034953703703703654,28.566,8.482999999999999
1/10/2018,43.2,44.71,1,27,5157043.0,29.113000000000003,8.646,-0.02,-0.04320855614973269,29.113000000000003,8.646
1/9/2018,46.75,44.73,1,27,7244491.0,29.125999999999998,8.65,-2.74,0.051617190961453216,29.125999999999998,8.65
1/8/2018,45.14,47.47,1,27,12031446.0,30.91,9.18,1.19,,,
